geometry,name,cuisine,opening_hours,wheelchair,takeaway,addr:street,category
"POLYGON ((-122.6255298 45.5352607, -122.6254263 45.5352608, -122.6254268 45.5354648, -122.6255293 45.5354652, -122.6255298 45.5352607))",Mackin's Auto Body,,,,,,car_repair
"POLYGON ((-122.6254268 45.5354648, -122.6251178 45.5354643, -122.6251184 45.5352611, -122.6254263 45.5352608, -122.6254268 45.5354648))",,,,,,,parking
"POLYGON ((-122.6256904 45.5354654, -122.6255293 45.5354652, -122.6255298 45.5352607, -122.6256906 45.5352608, -122.62569 45.5353951, -122.6256904 45.5354654))",Broadway Cigar Company,,Mo-Sa 10:00-21:00; Su 11:00-18:00,,,Northeast Broadway,tobacco
"POLYGON ((-122.62569 45.5353951, -122.6256906 45.5352608, -122.6257901 45.5352608, -122.6259216 45.5352609, -122.625921 45.5353446, -122.625921 45.5353947, -122.62569 45.5353951))",,,,,,,parking
"POLYGON ((-122.6286907 45.5354054, -122.6286907 45.535309, -122.6285374 45.535309, -122.6285374 45.5354054, -122.6286907 45.5354054))",Full Moon Thai,thai,"Mo-Th 11:00-15:00,17:00-21:30; Fr 11:00-15:00,17:00-22:00; Sa 12:00-22:00",,yes,Northeast Broadway,restaurant
"POLYGON ((-122.6273178 45.535265, -122.6273193 45.5354036, -122.6271441 45.5354038, -122.6271461 45.5352639, -122.626941 45.5352624, -122.6269414 45.5354382, -122.6275196 45.5354375, -122.6275192 45.5352639, -122.6273178 45.535265))",,,,,,,parking
"POLYGON ((-122.6245176 45.5352625, -122.6245133 45.5354677, -122.6241211 45.5354662, -122.6241233 45.5353425, -122.624203 45.5353425, -122.6242008 45.5353878, -122.6243538 45.5353908, -122.6243926 45.5353606, -122.6243991 45.535264, -122.6245176 45.5352625))",Makin's Auto Body,,,,,,car_repair
"POLYGON ((-122.6242746 45.5353368, -122.624276 45.5352657, -122.6241192 45.5352642, -122.6241178 45.5353353, -122.6242746 45.5353368))",,,,,,,parking
"POLYGON ((-122.6197822 45.5332747, -122.619781 45.5335122, -122.6196171 45.5335118, -122.6196174 45.5334499, -122.6195491 45.5334497, -122.6195502 45.5332304, -122.619715 45.5332308, -122.6197148 45.5332745, -122.6197822 45.5332747))",,,,,,,parking
"POLYGON ((-122.6194273 45.5376952, -122.6194275 45.5375644, -122.6196476 45.5375646, -122.6196476 45.5375791, -122.6198206 45.5375792, -122.6198204 45.5376955, -122.6194273 45.5376952))",,,,,,,parking
"POLYGON ((-122.6233971 45.5375831, -122.6230972 45.5375826, -122.623096 45.5374903, -122.6233974 45.5374908, -122.6233971 45.5375831))",OCOM Hollywood Clinic,,Mo-Fr 08:00-18:30; Th 08:00-19:30,,,Northeast César E. Chávez Boulevard,clinic
"POLYGON ((-122.6311242 45.5418998, -122.6308574 45.5418991, -122.6308586 45.5416853, -122.631126 45.5416866, -122.6311242 45.5418998))",Family Medical Group Northeast,,Mo-Fr 08:00-17:30; Sa 10:00-12:00,,,Northeast 33rd Avenue,clinic
"POLYGON ((-122.6315657 45.5353571, -122.6317635 45.5353564, -122.6317628 45.5352701, -122.6315651 45.5352708, -122.6315657 45.5353571))",,,,,,,parking
"POLYGON ((-122.6317817 45.5352611, -122.6321416 45.5352604, -122.6321419 45.535331, -122.6318023 45.5353317, -122.631782 45.5353317, -122.6317817 45.5352611))",,,,,,,parking
"POLYGON ((-122.6321419 45.535331, -122.6321417 45.5353514, -122.6321276 45.5353505, -122.6321276 45.5354319, -122.6320741 45.5354319, -122.6320741 45.5354444, -122.6318738 45.5354453, -122.6318738 45.5354345, -122.6318138 45.5354345, -122.6318138 45.535355, -122.6318023 45.5353541, -122.6318023 45.5353317, -122.6321419 45.535331))",,,,,,Northeast Broadway,clinic
"POLYGON ((-122.6358402 45.5350586, -122.6356292 45.5350617, -122.6356304 45.5348267, -122.6358401 45.534827, -122.6358391 45.5348907, -122.6358402 45.5350586))",,,,,,,parking
"POLYGON ((-122.6195644 45.5354859, -122.6195636 45.5355756, -122.619775 45.5355765, -122.6197758 45.5354868, -122.6195644 45.5354859))",Oregon Natural Medicine,,,,,Northeast 42nd Avenue,clinic
"POLYGON ((-122.6196045 45.5358814, -122.6197386 45.5358815, -122.6197389 45.535749, -122.619458 45.5357487, -122.6194579 45.5358154, -122.6195334 45.5358155, -122.6195333 45.5358303, -122.6196046 45.5358303, -122.6196045 45.5358814))","May M. Chang, DDS",,,,,Northeast 42nd Avenue,dentist
"POLYGON ((-122.6195601 45.5353768, -122.6195609 45.5354686, -122.6197669 45.5354689, -122.6197672 45.5353762, -122.6195601 45.5353768))",The Cypher Temple Medicine,,,,,Northeast 42nd Avenue,clinic
"POLYGON ((-122.6251278 45.5047122, -122.625128 45.5044379, -122.6250556 45.5044379, -122.6249407 45.5044378, -122.624736 45.5044378, -122.6247358 45.5047121, -122.6251278 45.5047122))",Do it Best,,Mo-Sa 08:30-19:00,,,Southeast Division Street,hardware
"POLYGON ((-122.6266603 45.5045794, -122.6266604 45.5045183, -122.6267636 45.5045185, -122.6267635 45.5045625, -122.6267631 45.5047126, -122.6266599 45.5047125, -122.6266603 45.5045794))",St. Salvage,,,,,Southeast Division Street,antiques
"POLYGON ((-122.6264705 45.5046273, -122.6264703 45.5047127, -122.6265521 45.5047129, -122.6265521 45.5046893, -122.6265714 45.5046894, -122.6265716 45.5046274, -122.6264705 45.5046273))",Fumerie,,Tu-Sa 11:00-19:00; Su 12:00-16:00,,,Southeast Division Street,perfumery
"POLYGON ((-122.6273855 45.5046075, -122.627508 45.5046075, -122.6276318 45.5046076, -122.6277556 45.5046077, -122.6277555 45.5047156, -122.6278005 45.5047157, -122.6278383 45.5047157, -122.6278386 45.5045094, -122.6273856 45.5045091, -122.6273855 45.5046075))",Tomorrow Theater,,,,,Southeast Division Street,cinema
"POLYGON ((-122.6254944 45.5046313, -122.6254942 45.5047109, -122.625357 45.5047107, -122.6253573 45.5046311, -122.6254944 45.5046313))",The Automatic,,"Mo-Th 16:00-12:00am, Fr 16:00-01:00am, Sat 13:00-01:00, Sun 13:00-12:00",,,Southeast Division Street,bar
"POLYGON ((-122.6259446 45.504711, -122.6259446 45.5046952, -122.625945 45.5045558, -122.6259453 45.5044432, -122.6257654 45.504443, -122.6257652 45.5045335, -122.6257648 45.5046482, -122.6257647 45.5047107, -122.6259446 45.504711))",Artifact,,Mo-Sa 11:00-19:00; Su 11:00-18:00,,,Southeast Division Street,second_hand
"POLYGON ((-122.625945 45.5045558, -122.6261414 45.5045561, -122.626141 45.5046955, -122.6259446 45.5046952, -122.625945 45.5045558))",Drawing Studio,,,,,Southeast Division Street,arts_centre
"POLYGON ((-122.6129322 45.5051982, -122.6129043 45.5052163, -122.6126379 45.5052175, -122.6126367 45.5050843, -122.6129312 45.5050829, -122.6129322 45.5051982))",The Scoreboard,,,,,Southeast Division Street,bar
"POLYGON ((-122.6123035 45.505408, -122.6123053 45.5056225, -122.6121611 45.5056231, -122.6121592 45.5054086, -122.6123035 45.505408))",Landmark Saloon,,"Mo 16:00-24:00; Tu-Th 00:00-01:00,16:00-24:00; Fr-Su 00:00-01:00,14:00-24:00",,,Southeast Division Street,bar
"POLYGON ((-122.6079827 45.4953177, -122.6081092 45.4953898, -122.6081092 45.4954094, -122.6079826 45.4954093, -122.6079827 45.4953177))",Devil's Point,,"00:00-02:30,11:00-24:00",,,Southeast Foster Road,stripclub
"POLYGON ((-122.6329653 45.5050009, -122.6329656 45.504882, -122.6329656 45.504873, -122.6327759 45.5048728, -122.6327754 45.5050828, -122.6328526 45.5050829, -122.6328526 45.5050623, -122.6329031 45.5050623, -122.6329033 45.5050008, -122.6329653 45.5050009))",Oma's Hideaway,malaysian,closed,,,Southeast Division Street,restaurant
"POLYGON ((-122.6214316 45.4972549, -122.6209743 45.49726, -122.6209731 45.4972047, -122.6209035 45.4972055, -122.6208938 45.4967787, -122.6209738 45.4967778, -122.6209746 45.4968156, -122.6215337 45.4968093, -122.6215348 45.4968594, -122.6214226 45.4968606, -122.6214316 45.4972549))",,,,,,,parking
"POLYGON ((-122.629512 45.5034479, -122.6293823 45.5034465, -122.6293861 45.5032678, -122.6295159 45.5032691, -122.629512 45.5034479))",Clinton Market,,,,,Southeast Clinton Street,convenience
"POLYGON ((-122.6398851 45.5033007, -122.6398667 45.5032876, -122.639868 45.5031953, -122.6398686 45.5031055, -122.6398691 45.5030233, -122.6401243 45.5030241, -122.6401237 45.503121, -122.6401236 45.5031338, -122.6400708 45.5031336, -122.6400239 45.5031335, -122.6399246 45.5031332, -122.6399236 45.5033008, -122.6398851 45.5033007))",Clinton Street Theater,,,,,Southeast Clinton Street,cinema
"POLYGON ((-122.6401069 45.5036033, -122.6401074 45.5034641, -122.6400259 45.503464, -122.6400254 45.5036032, -122.6400632 45.5036032, -122.6401069 45.5036033))",Xtabay Vintage Clothing Boutique,,Fr 12:00-17:00; Sa-Su 11:00-17:00,,,Southeast Clinton Street,clothes
"POLYGON ((-122.6402015 45.503134, -122.6402748 45.5031342, -122.6402749 45.5031204, -122.6403197 45.5031205, -122.6403186 45.503302, -122.6402005 45.5033016, -122.6402015 45.503134))",Jacqueline,seafood,Mo-Sa 16:00-21:00,,,Southeast Clinton Street,restaurant
"POLYGON ((-122.6397992 45.5050518, -122.6399476 45.5050521, -122.6399482 45.5048863, -122.6397998 45.5048861, -122.6397992 45.5050518))",Plaid Pantry,,,,,Southeast 26th Avenue,convenience
"POLYGON ((-122.6397988 45.5051575, -122.639671 45.5051573, -122.639672 45.5048859, -122.6397998 45.5048861, -122.6397992 45.5050518, -122.6397988 45.5051575))",,,,,,,parking
"POLYGON ((-122.6407338 45.504642, -122.6407333 45.5047266, -122.6405433 45.504726, -122.6405438 45.5046415, -122.6407338 45.504642))",Reel M Inn,,Mo-Sa 11:00-02:30; Su 10:00-02:30,,,Southeast Division Street,bar
"POLYGON ((-122.6300024 45.5046023, -122.6299931 45.5046023, -122.6297527 45.5046017, -122.6297533 45.5044925, -122.630003 45.5044931, -122.6300025 45.5045796, -122.6300024 45.5046023))",,,,,,Southeast Division Street,restaurant
"POLYGON ((-122.6293865 45.5045074, -122.6294778 45.5045075, -122.6294777 45.5045526, -122.6294968 45.5045526, -122.6294965 45.5047131, -122.6293861 45.504713, -122.6293861 45.5047081, -122.6293865 45.5045074))",Wellspent Market,,10:00-20:00,,,Southeast Division Street,deli
"POLYGON ((-122.6308528 45.5168124, -122.6300723 45.5168088, -122.6300731 45.5167292, -122.6300735 45.5167208, -122.6300755 45.516693, -122.6300767 45.5165235, -122.6308557 45.5165278, -122.6308528 45.5168124))",H Mart,asian,Mo-Su 09:00-22:00,yes,,Southeast Belmont Street,supermarket
"POLYGON ((-122.6244101 45.5674657, -122.6243256 45.5675259, -122.6242558 45.5674779, -122.6243403 45.5674177, -122.6243624 45.5674329, -122.6244101 45.5674657))",,,,,,,toilets
"POLYGON ((-122.6143065 45.5117739, -122.6143056 45.5116628, -122.61463 45.5116615, -122.6146312 45.5117724, -122.6145088 45.5117717, -122.6143065 45.5117739))",Hawthorne Liquor Store,,"Mo-Th 11:00-19:00, Fr-Sa 11:00-20:00",,,Southeast Hawthorne Boulevard,alcohol
"POLYGON ((-122.6145098 45.5118308, -122.6146311 45.5118299, -122.6146309 45.5117951, -122.6146312 45.5117724, -122.6145088 45.5117717, -122.6145098 45.5118308))",Exiled Records,,,,,Southeast Hawthorne Boulevard,music
"POLYGON ((-122.6146311 45.5118299, -122.6146324 45.5119223, -122.6145112 45.5119232, -122.6145098 45.5118308, -122.6146311 45.5118299))",Eastside Deli,,11:00-23:00,,,Southeast Hawthorne Boulevard,deli
"POLYGON ((-122.6146324 45.5119223, -122.6146309 45.5117951, -122.6147195 45.5117948, -122.6147205 45.5119218, -122.6146324 45.5119223))",Angelo's,,,,,Southeast Hawthorne Boulevard,bar
"POLYGON ((-122.6147205 45.5119218, -122.6147195 45.5117948, -122.6148677 45.5117942, -122.6148688 45.5119212, -122.6147205 45.5119218))",Kouzina,greek,,,,Southeast Hawthorne Boulevard,restaurant
"POLYGON ((-122.6148688 45.5119212, -122.6148677 45.5117942, -122.6150226 45.5117936, -122.6150237 45.5119206, -122.6148688 45.5119212))",Thai Dish,thai,,,,Southeast Hawthorne Boulevard,restaurant
"POLYGON ((-122.6148088 45.512309, -122.6148069 45.5121115, -122.6147463 45.5121118, -122.6147462 45.5121049, -122.6146442 45.5121053, -122.6146444 45.5121332, -122.6146294 45.5121333, -122.6146313 45.5123256, -122.6147531 45.5123251, -122.614809 45.5123248, -122.6148088 45.512309))",Toji Korean Grill House,korean,Tu-Su 16:00-21:00; Mo off,,,Southeast Hawthorne Boulevard,restaurant
"POLYGON ((-122.6147541 45.5124244, -122.6146323 45.5124249, -122.6146322 45.5124169, -122.6145999 45.5124171, -122.6145575 45.5124173, -122.6145568 45.5123491, -122.6146001 45.5123489, -122.6146315 45.5123488, -122.6146313 45.5123256, -122.6147531 45.5123251, -122.6147541 45.5124244))",Black's Dry Cleaners,,Mo-Fr 07:00-18:00; Sa 09:00-15:00; Su off,,,Southeast Hawthorne Boulevard,dry_cleaning
"POLYGON ((-122.6149316 45.5123084, -122.6148088 45.512309, -122.6148069 45.5121115, -122.6149297 45.5121109, -122.6149316 45.5123084))",Zach's Shack,sausage,"00:00-03:00,12:00-24:00",,,Southeast Hawthorne Boulevard,restaurant
"POLYGON ((-122.6139827 45.511929, -122.6137889 45.5119292, -122.6137886 45.5117958, -122.6139823 45.5117955, -122.6139827 45.511929))",Hawthorne Vision Center,,,,,Southeast Hawthorne Boulevard,optician
"POLYGON ((-122.6136035 45.5119293, -122.6134275 45.5119278, -122.613432 45.5116645, -122.613608 45.511666, -122.6136035 45.5119293))",Hawthorne Vintage,,11:00-18:00,,,Southeast Hawthorne Boulevard,furniture
"POLYGON ((-122.615267 45.5119361, -122.6153613 45.5119363, -122.615362 45.511811, -122.6152676 45.5118107, -122.615267 45.5119361))",Dapper Barber Co.,,,,,Southeast Hawthorne Boulevard,hairdresser
"POLYGON ((-122.6155625 45.5119369, -122.6155151 45.5119368, -122.6155157 45.5118114, -122.6155632 45.5118115, -122.6155625 45.5119369))",The Whole Bowl,,Mo-Su 11:00-21:00,yes,only,Southeast Hawthorne Boulevard,restaurant
"POLYGON ((-122.6126421 45.5121251, -122.6125649 45.5121253, -122.6125701 45.5122626, -122.6126473 45.5122633, -122.6126421 45.5121251))",Watertrough Saloon,,,,,Southeast Hawthorne Boulevard,bar
"POLYGON ((-122.6128992 45.5121255, -122.6129014 45.5122621, -122.6128257 45.5122622, -122.6128217 45.5121249, -122.6128992 45.5121255))",Big Bertha's,greek,Mo-Su 16:00-23:00,,,Southeast Hawthorne Boulevard,restaurant
"POLYGON ((-122.6168325 45.512133, -122.6168323 45.5121748, -122.6168083 45.5121748, -122.6168084 45.5121659, -122.6166872 45.5121655, -122.6166874 45.5121326, -122.6168325 45.512133))",Cunningham Coffee Roasters,,,,,Southeast Hawthorne Boulevard,cafe
"POLYGON ((-122.6168951 45.512129, -122.6168949 45.5121719, -122.6169553 45.5121721, -122.6169552 45.5121973, -122.6170096 45.5121974, -122.61701 45.5121293, -122.6168951 45.512129))",Kure,smoothie,,,,Southeast Hawthorne Boulevard,cafe
"POLYGON ((-122.6175354 45.5121403, -122.6175351 45.5121818, -122.6175338 45.5123594, -122.6174446 45.5123591, -122.6174441 45.512435, -122.6174041 45.5124348, -122.6174043 45.5124043, -122.6173928 45.5124042, -122.6173945 45.5121557, -122.6173946 45.5121398, -122.6175354 45.5121403))",Gigantic Brewing Hawthorne Pub,,,,,Southeast Hawthorne Boulevard,pub
"POLYGON ((-122.6178771 45.511942, -122.6179414 45.5119422, -122.6179426 45.5117942, -122.6178783 45.511794, -122.6178771 45.511942))",Mt. Tabor Fine Wines,,,,,Southeast Hawthorne Boulevard,beverages
"POLYGON ((-122.6207496 45.5121465, -122.6207494 45.5121622, -122.6207333 45.5121621, -122.6207314 45.5123713, -122.6207073 45.5123712, -122.6206304 45.5123708, -122.6206325 45.5121459, -122.6207496 45.5121465))",Seahorses,,,,,Southeast Hawthorne Boulevard,baby_goods
"POLYGON ((-122.621241 45.5121247, -122.6212435 45.512375, -122.6213642 45.5123745, -122.6213617 45.5121241, -122.621241 45.5121247))",Bamboo House,asian,,,,Southeast Hawthorne Boulevard,restaurant
"POLYGON ((-122.621352 45.5119372, -122.6214294 45.5119368, -122.6214292 45.511738, -122.621353 45.511738, -122.621352 45.5119372))",Mio Sushi,sushi,"Mo-Th 11:00-14:30,16:00-21:30; Fr 11:00-14:30,16:00-22:00; Sa 12:00-15:00,17:00-22:00",,,Southeast Hawthorne Boulevard,restaurant
"POLYGON ((-122.6214294 45.5119368, -122.6215044 45.5119363, -122.6215027 45.5117374, -122.6214292 45.511738, -122.6214294 45.5119368))",Monster Tea,bubble_tea,,,,Southeast Hawthorne Boulevard,cafe
"POLYGON ((-122.6215044 45.5119363, -122.6215027 45.5117374, -122.6216055 45.5117379, -122.6216053 45.5119363, -122.6215044 45.5119363))",Dwaraka Indian Cuisine,indian,,,,Southeast Hawthorne Boulevard,restaurant
"POLYGON ((-122.6216686 45.5119364, -122.62174 45.5119358, -122.6217406 45.5117384, -122.6216689 45.5117379, -122.6216686 45.5119364))",Short Round,vietnamese,,,,Southeast Hawthorne Boulevard,restaurant
"POLYGON ((-122.6235893 45.5118264, -122.623589 45.511956, -122.6238016 45.5119561, -122.6238019 45.5118266, -122.6235893 45.5118264))",Pepino's,mexican,10:00-22:00,,,Southeast Hawthorne Boulevard,restaurant
"POLYGON ((-122.6252698 45.5125248, -122.6252713 45.5121498, -122.6254004 45.5121501, -122.6254001 45.5122173, -122.6254191 45.5122173, -122.6254191 45.5122319, -122.6254185 45.5123635, -122.6254008 45.5123635, -122.6254002 45.5124964, -122.6254001 45.5125251, -122.6252698 45.5125248))",Powell's Books on Hawthorne,,Mo-Su 10:00-21:00,,,Southeast Hawthorne Boulevard,books
"POLYGON ((-122.624865 45.5119631, -122.6246544 45.5119624, -122.6246544 45.5119581, -122.6246554 45.5118103, -122.6246145 45.5118101, -122.6246149 45.5117545, -122.6246545 45.5117546, -122.6246545 45.511751, -122.6246696 45.511751, -122.6246702 45.5116649, -122.624867 45.5116655, -122.6248664 45.5117573, -122.624865 45.5119583, -122.624865 45.5119631))",Fred's Sound of Music,,Mo-Fr 10:00-19:00; Sa 10:00-18:00; Su 12:00-17:00,,,Southeast Hawthorne Boulevard,hifi
"POLYGON ((-122.6616281 45.5218616, -122.6612374 45.5218605, -122.6612356 45.5221388, -122.6616263 45.5221399, -122.6616281 45.5218616))",,,,,,,parking
"POLYGON ((-122.660219 45.5221299, -122.6602189 45.5221429, -122.6600222 45.5221416, -122.6600247 45.5219498, -122.6600249 45.5219338, -122.6600259 45.5218637, -122.6602226 45.521865, -122.660219 45.5221299))",,,,,,,parking
"POLYGON ((-122.6612437 45.5211474, -122.6612424 45.5212946, -122.6612071 45.5212944, -122.6608892 45.5212931, -122.6608904 45.521146, -122.6612437 45.5211474))",Bridge City Collective,,,,,Southeast Grand Avenue,cannabis
"POLYGON ((-122.6611463 45.5208719, -122.6611451 45.521016, -122.6608915 45.521015, -122.6608927 45.5208709, -122.6611463 45.5208719))",,,,,,,parking
"POLYGON ((-122.6616356 45.5207025, -122.66161 45.5207201, -122.6612505 45.5207197, -122.6610831 45.5207195, -122.6610835 45.5205796, -122.6608889 45.5205793, -122.6608892 45.5204347, -122.6612465 45.5204351, -122.6616363 45.5204356, -122.6616359 45.5205786, -122.6616356 45.5207025))",Miller Paints,,,,,Southeast Grand Avenue,paint
"POLYGON ((-122.6612465 45.5204351, -122.6612468 45.5203065, -122.6612472 45.5201577, -122.6608899 45.5201573, -122.6608892 45.5204347, -122.6612465 45.5204351))",,,,,,,parking
"POLYGON ((-122.6616363 45.5204356, -122.6612465 45.5204351, -122.6612468 45.5203065, -122.6613202 45.5203066, -122.6616366 45.5203069, -122.6616363 45.5204356))",,,,,,,parking
"POLYGON ((-122.660099 45.520712, -122.6600989 45.5206544, -122.6598405 45.5206547, -122.6598406 45.5207123, -122.660099 45.520712))",,,,,,,parking
"POLYGON ((-122.6610256 45.5199325, -122.6608952 45.5199323, -122.660895 45.5199978, -122.6610253 45.519998, -122.6610256 45.5199325))",The Coffin Club,,We-Sa 20:00-02:15,,,Southeast Grand Avenue,bar
"POLYGON ((-122.6614539 45.5197431, -122.6614245 45.519743, -122.6613588 45.5197429, -122.6613594 45.5195765, -122.6615887 45.5195769, -122.6615883 45.5196732, -122.6614542 45.5196729, -122.6614539 45.5197431))",Taqueria la chulis,mexican,We-Sa 10:00-20:00; Mo-Tu 10:00-17:00,,,Southeast Martin Luther King Junior Boulevard,fast_food
"POLYGON ((-122.6613946 45.5199523, -122.6613949 45.519857, -122.661256 45.5198568, -122.6612556 45.5199521, -122.6613946 45.5199523))",Phở Green Papaya,vietnamese,,,,Southeast Martin Luther King Junior Boulevard,restaurant
"POLYGON ((-122.6616438 45.519795, -122.6616432 45.519999, -122.6612555 45.5199984, -122.6612556 45.5199521, -122.6613946 45.5199523, -122.6613949 45.519857, -122.6614241 45.5198571, -122.6614243 45.5197946, -122.6616438 45.519795))",,,,,,,parking
"POLYGON ((-122.6615883 45.5196732, -122.6614542 45.5196729, -122.6614539 45.5197431, -122.6614245 45.519743, -122.6614243 45.5197946, -122.6616438 45.519795, -122.661645 45.5194561, -122.6612525 45.5194555, -122.6612515 45.5197306, -122.6612513 45.5197976, -122.6613586 45.5197977, -122.6613588 45.5197429, -122.6613594 45.5195765, -122.6615887 45.5195769, -122.6615883 45.5196732))",,,,,,,parking
"POLYGON ((-122.6605894 45.5197324, -122.660236 45.5197308, -122.6602386 45.5194505, -122.6605921 45.5194521, -122.6605894 45.5197324))",Next Adventure,,Mo-Fr 10:00-19:00; Sa 10:00-18:00; Su 11:00-17:00,limited,,Southeast Grand Avenue,outdoor
"POLYGON ((-122.6612545 45.5192914, -122.6608962 45.5192892, -122.6608997 45.5190163, -122.661258 45.5190186, -122.6612545 45.5192914))",Hotel Grand Stark,,,,,Southeast Grand Avenue,hotel
"POLYGON ((-122.660296 45.519282, -122.6602962 45.5192538, -122.6602965 45.5192111, -122.6599974 45.51921, -122.6599971 45.5192538, -122.6599969 45.519281, -122.660296 45.519282))",Washman,,,,,Southeast Grand Avenue,car_wash
"POLYGON ((-122.6601995 45.519013, -122.6602005 45.5188893, -122.6601578 45.5188892, -122.660159 45.5187367, -122.6598498 45.5187355, -122.6598476 45.5190116, -122.6601995 45.519013))",,,,,,,parking
"POLYGON ((-122.6602436 45.5190258, -122.660243 45.5190851, -122.6598852 45.5190834, -122.6598858 45.519024, -122.6602436 45.5190258))",,,,,,,parking
"POLYGON ((-122.6605974 45.5185773, -122.6606006 45.5180288, -122.6602434 45.5180277, -122.6602433 45.5180439, -122.6602426 45.5181631, -122.6602417 45.518319, -122.6602402 45.5185682, -122.6602402 45.5185762, -122.6605974 45.5185773))",SE Grand Recovery Shelter,,Mo-Su 21:00-07:00,yes,,Southeast Grand Avenue,social_facility
"POLYGON ((-122.6599299 45.518043, -122.6598774 45.518081, -122.6598772 45.5181177, -122.6598856 45.5181177, -122.659885 45.5182197, -122.6598751 45.5182197, -122.6598749 45.5182608, -122.6598852 45.5182608, -122.659885 45.5182979, -122.6601175 45.5182985, -122.6601171 45.5183721, -122.6601743 45.5183722, -122.6601747 45.5183188, -122.6602077 45.5183189, -122.6602417 45.518319, -122.6602426 45.5181631, -122.6602087 45.518163, -122.6601692 45.5181629, -122.6601694 45.5181248, -122.6601834 45.5181248, -122.6601839 45.5180438, -122.6599299 45.518043))",Velma Joy Burnie Center,,,,,Southeast Alder Street,social_facility
"POLYGON ((-122.6589904 45.5184289, -122.6589906 45.5184567, -122.6591665 45.5184564, -122.6591664 45.5184448, -122.6592272 45.5184447, -122.6592267 45.5183262, -122.6590625 45.5183265, -122.65899 45.5183267, -122.6589904 45.5184289))",Eastside Imports,,Mo-Fr 11:00-17:00; Sa 11:00-16:00,,,Southeast 7th Avenue,car
"POLYGON ((-122.6592281 45.5185681, -122.6592277 45.5185106, -122.6592272 45.5184447, -122.6591664 45.5184448, -122.6591665 45.5184564, -122.6589906 45.5184567, -122.6589904 45.5184289, -122.6588477 45.5184292, -122.6588486 45.5185694, -122.6592281 45.5185681))",,,,,,,parking
"POLYGON ((-122.6616502 45.5178647, -122.6612652 45.5178672, -122.6612649 45.5178484, -122.6612631 45.5177098, -122.6612733 45.5177097, -122.6613024 45.5177096, -122.6613018 45.5176673, -122.6613619 45.5176669, -122.6613624 45.5177092, -122.6614335 45.5177087, -122.6615028 45.5177082, -122.6615025 45.5176849, -122.661532 45.5176847, -122.6616081 45.5176843, -122.6616083 45.5177025, -122.6616481 45.5177022, -122.6616492 45.5178001, -122.6616502 45.5178647))",River City Bicycles,,Mo-Fr 10:00-18:00; Sa 10:00-17:00; Su 12:00-17:00,yes,,Southeast Martin Luther King Junior Boulevard,bicycle
"POLYGON ((-122.6612253 45.5178688, -122.6609093 45.5178709, -122.6609075 45.5177332, -122.6611673 45.5177315, -122.6612234 45.5177311, -122.661225 45.5178486, -122.6612253 45.5178688))",Architectural Heritage Center,,,,,Southeast Grand Avenue,museum
"POLYGON ((-122.6609053 45.5175708, -122.661029 45.51757, -122.6611564 45.5175692, -122.6611549 45.5174498, -122.6609037 45.5174514, -122.6609053 45.5175708))",Swan Dive,,,,,Southeast Grand Avenue,bar
"POLYGON ((-122.6616623 45.5174523, -122.6616633 45.5176637, -122.6612754 45.5176646, -122.6612744 45.5174532, -122.6616623 45.5174523))",,,,,,,parking
"POLYGON ((-122.6605979 45.5175869, -122.6605971 45.5177205, -122.6602659 45.5177195, -122.6602667 45.5175859, -122.6604237 45.5175864, -122.6605979 45.5175869))",Literary Arts,,Su 07:00-19:00; Mo-Sa 07:00-20:00,,,Southeast Grand Avenue,books
"POLYGON ((-122.6602348 45.5178641, -122.6602364 45.5175972, -122.659857 45.5175961, -122.6598554 45.5178629, -122.6602348 45.5178641))",,,,,,,parking
"POLYGON ((-122.6593138 45.5174622, -122.6593146 45.5173404, -122.6594081 45.5173407, -122.6594073 45.5174625, -122.6593138 45.5174622))",Lady Luck Tattoo,,12:00-22:00,,,Southeast Morrison Street,tattoo
"POLYGON ((-122.6601542 45.5161535, -122.6601526 45.5164292, -122.6600548 45.5164289, -122.6600564 45.5161532, -122.6601225 45.5161534, -122.6601542 45.5161535))",Cascade Chiropractic,,,,,Southeast Belmont Street,doctors
"POLYGON ((-122.6600548 45.5164289, -122.6600564 45.5161532, -122.6598636 45.5161526, -122.659862 45.5164283, -122.660026 45.5164288, -122.6600548 45.5164289))",River City E-Bikes,,Mo-Fr 10:00-18:00; Sa 10:00-17:00; Su 12:00-17:00,,,Southeast Belmont Street,bicycle
"POLYGON ((-122.6601225 45.5161534, -122.6600564 45.5161532, -122.6598636 45.5161526, -122.6598652 45.5158794, -122.6601241 45.5158801, -122.6601225 45.5161534))",Sprout Factory,,,,,Southeast 6th Avenue,coworking_space
"POLYGON ((-122.6612655 45.5157174, -122.6612686 45.5154471, -122.6612716 45.5152568, -122.6616772 45.5152578, -122.6616812 45.5153941, -122.6616799 45.5154645, -122.6616651 45.5155313, -122.6616356 45.515582, -122.6616021 45.5156243, -122.6615605 45.5156619, -122.6615149 45.515692, -122.66148 45.5157098, -122.6614505 45.5157211, -122.6612655 45.5157174))",,,,,,,parking
"POLYGON ((-122.660609 45.5157159, -122.660609 45.515527, -122.660243 45.5155255, -122.6602421 45.5157158, -122.660609 45.5157159))",SalonCentric,,Tu-Fr 08:00-18:00; Su off; Sa 08:30-16:00; Mo 08:00-18:30,,,Southeast Grand Avenue,cosmetics
